county,country,category,time_period,anonymized_segment,segment_size,clicks,likes,comments,shares,saves,views,searches,hashtags,mentions,complaints,purchase_intent_phrases,repeated_engagement,ignored_content,delayed_responses,text,sentiment_label,purchase_intent_label,urgency_label,dissatisfaction_label,topic_label,demand_classification,behavioral_signal_score_target,aggregate_demand_score_target,opportunity_score_target,emerging_trend_target,unmet_demand_target,market_gap_target,trend_direction_label,value_proposition_label,product_service_label,revenue_model_label,supplier_recommendation_label,logistics_recommendation_label,payment_recommendation_label,market_entry_strategy_label,competitor_gap_label,price_gap_label,service_gap_label,delivery_gap_label,customer_dissatisfaction_label,pricing_power_target,customer_reach_target,inventory_planning_target,sales_forecast_target
Nairobi,Kenya,digital_services,2026-Q1,urban_youth,198,475,145,64,55,63,3097,89,17,11,2,19,181,20,1,"aggregate mentions show online payments, analytics dashboards, mobile onboarding in Nairobi; urban_youth are ready to buy and compare suppliers; positive service discovery",1,1,0,0,digital_services,High demand,0.3546,0.8093,0.5047,0.5047,0.0597,0.0597,stable,trusted digital services with transparent pricing,mobile business dashboard,transaction_fee,certified specialist suppliers,same day courier,mobile money checkout,pilot and validate digital services demand in Nairobi,service differentiation needed in digital services,limited price gap in digital services,low service gap in digital services,speed and reliability gap in Nairobi,low_dissatisfaction,0.7876,1.0,0.0552,0.5746
Nairobi,Kenya,digital_services,2026-Q1,rural_producers,99,46,14,2,6,6,838,28,4,3,0,2,15,17,0,"county trend indicates online payments, analytics dashboards, mobile onboarding in Nairobi; rural_producers are researching options; complaints about unmet need and delays",1,0,0,1,digital_services,Moderate demand,0.134,0.561,0.4901,0.4901,0.4958,0.4958,stable,trusted digital services with transparent pricing,mobile business dashboard,transaction_fee,certified specialist suppliers,same day courier,mobile money checkout,pilot and validate digital services demand in Nairobi,pricing transparency gap in digital services,moderate pricing transparency gap in digital services,service quality gap in digital services,speed and reliability gap in Nairobi,moderate_dissatisfaction,0.4358,0.4646,0.043,0.4264
Nairobi,Kenya,retail,2026-Q1,budget_seekers,96,24,9,3,1,2,381,15,2,4,0,1,3,17,0,"aggregate mentions show fair prices, product availability, delivery reliability in Nairobi; budget_seekers are researching options; complaints about unmet need and delays",1,0,0,1,retail,Low demand,0.1264,0.384,0.5022,0.5022,0.8815,0.8815,stable,accessible retail with faster fulfillment,county retail availability platform,transaction_fee,multi-supplier marketplace,same day courier,pay in installments,pilot and validate retail demand in Nairobi,weak fulfillment in retail,high affordability gap in retail,major service availability gap in retail,speed and reliability gap in Nairobi,high_dissatisfaction,0.2317,0.25,0.0472,0.2865
Nairobi,Kenya,retail,2026-Q1,growth_smes,217,206,110,20,18,19,2413,109,10,25,3,12,27,72,1,"anonymous posts discuss fair prices, product availability, delivery reliability in Nairobi; growth_smes are ready to buy and compare suppliers; complaints about unmet need and delays",1,0,0,1,retail,Moderate demand,0.2074,0.6212,0.5517,0.5517,0.4708,0.4708,stable,trusted retail with transparent pricing,county retail availability platform,transaction_fee,multi-supplier marketplace,same day courier,invoice and wallet rails,pilot and validate retail demand in Nairobi,pricing transparency gap in retail,moderate pricing transparency gap in retail,service quality gap in retail,speed and reliability gap in Nairobi,moderate_dissatisfaction,0.4896,0.9493,0.058,0.5081
Nairobi,Kenya,retail,2026-Q1,urban_youth,182,74,29,3,4,14,1665,91,13,14,0,9,12,159,0,"anonymous posts discuss fair prices, product availability, delivery reliability in Nairobi; urban_youth are ready to buy and compare suppliers; complaints about unmet need and delays",1,0,0,1,retail,Unmet demand,0.1326,0.475,0.6475,0.6475,1.0,1.0,stable,accessible retail with faster fulfillment,county retail availability platform,commission,multi-supplier marketplace,same day courier,mobile money checkout,partner-led entry for retail in underserved Nairobi,weak fulfillment in retail,high affordability gap in retail,major service availability gap in retail,speed and reliability gap in Nairobi,high_dissatisfaction,0.2613,0.4066,0.0685,0.4682
Nairobi,Kenya,retail,2026-Q1,rural_producers,242,227,115,21,30,24,1822,108,5,21,4,11,63,147,0,"aggregate mentions show fair prices, product availability, delivery reliability in Nairobi; rural_producers are ready to buy and compare suppliers; complaints about unmet need and delays",0,0,0,1,retail,Unmet demand,0.3066,0.5569,0.6316,0.6316,0.8524,0.8524,stable,accessible retail with faster fulfillment,county retail availability platform,commission,multi-supplier marketplace,same day courier,mobile money checkout,partner-led entry for retail in underserved Nairobi,weak fulfillment in retail,high affordability gap in retail,major service availability gap in retail,speed and reliability gap in Nairobi,high_dissatisfaction,0.3433,0.938,0.0785,0.4662
Nairobi,Kenya,transport,2026-Q1,budget_seekers,251,141,70,12,6,15,1841,105,8,18,1,8,10,229,0,"aggregate mentions show route reliability, last mile access, parcel tracking in Nairobi; budget_seekers are researching options; complaints about unmet need and delays",1,0,0,1,transport,Low demand,0.1817,0.4243,0.6075,0.6075,1.0,1.0,stable,accessible transport with faster fulfillment,last mile logistics coordination,transaction_fee,certified specialist suppliers,same day courier,pay in installments,partner-led entry for transport in underserved Nairobi,weak fulfillment in transport,high affordability gap in transport,major service availability gap in transport,speed and reliability gap in Nairobi,high_dissatisfaction,0.2334,0.5618,0.0695,0.3645
Nairobi,Kenya,transport,2026-Q1,growth_smes,278,235,51,30,13,36,2728,110,23,29,1,22,71,68,0,"anonymous posts discuss route reliability, last mile access, parcel tracking in Nairobi; growth_smes are ready to buy and compare suppliers; positive service discovery",1,1,0,1,transport,Moderate demand,0.1993,0.5331,0.4544,0.4544,0.3645,0.3645,stable,trusted transport with transparent pricing,route tracking service,transaction_fee,certified specialist suppliers,same day courier,invoice and wallet rails,pilot and validate transport demand in Nairobi,pricing transparency gap in transport,moderate pricing transparency gap in transport,service quality gap in transport,speed and reliability gap in Nairobi,moderate_dissatisfaction,0.4456,0.8453,0.0616,0.3521
Nairobi,Kenya,transport,2026-Q1,urban_youth,202,76,19,6,4,13,1557,95,15,22,1,15,9,95,0,"anonymous posts discuss route reliability, last mile access, parcel tracking in Nairobi; urban_youth are ready to buy and compare suppliers; complaints about unmet need and delays",0,1,0,1,transport,Unmet demand,0.1401,0.5313,0.6703,0.6703,1.0,1.0,stable,accessible transport with faster fulfillment,last mile logistics coordination,commission,certified specialist suppliers,same day courier,mobile money checkout,partner-led entry for transport in underserved Nairobi,weak fulfillment in transport,high affordability gap in transport,major service availability gap in transport,speed and reliability gap in Nairobi,high_dissatisfaction,0.2922,0.3762,0.079,0.5461
Nairobi,Kenya,transport,2026-Q1,rural_producers,86,89,33,8,7,12,919,50,3,8,1,8,20,21,0,"county trend indicates route reliability, last mile access, parcel tracking in Nairobi; rural_producers are researching options; positive service discovery",1,1,0,1,transport,Moderate demand,0.2372,0.5708,0.4917,0.4917,0.3175,0.3175,stable,trusted transport with transparent pricing,route tracking service,transaction_fee,certified specialist suppliers,same day courier,mobile money checkout,pilot and validate transport demand in Nairobi,service differentiation needed in transport,moderate pricing transparency gap in transport,low service gap in transport,speed and reliability gap in Nairobi,moderate_dissatisfaction,0.4893,1.0,0.0762,0.3994
Mombasa,Kenya,agri_inputs,2026-Q1,budget_seekers,205,107,31,8,15,10,1623,42,8,3,0,6,10,221,0,"aggregate mentions show farm inputs, seed quality, fertilizer access, harvest timing in Mombasa; budget_seekers are researching options; complaints about unmet need and delays",1,1,0,1,agri_inputs,Low demand,0.1337,0.3873,0.5505,0.5505,1.0,1.0,stable,accessible agri inputs with faster fulfillment,bundled input ordering service,transaction_fee,multi-supplier marketplace,scheduled route delivery,pay in installments,partner-led entry for agri inputs in underserved Mombasa,weak fulfillment in agri inputs,high affordability gap in agri inputs,major service availability gap in agri inputs,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.213,0.522,0.0357,0.3143
Mombasa,Kenya,agri_inputs,2026-Q1,growth_smes,106,144,61,14,14,22,1277,26,2,6,2,3,28,84,0,"anonymous posts discuss farm inputs, seed quality, fertilizer access, harvest timing in Mombasa; growth_smes are researching options; complaints about unmet need and delays",1,0,0,1,agri_inputs,Unmet demand,0.2411,0.554,0.565,0.565,0.762,0.762,stable,accessible agri inputs with faster fulfillment,bundled input ordering service,transaction_fee,multi-supplier marketplace,scheduled route delivery,invoice and wallet rails,partner-led entry for agri inputs in underserved Mombasa,weak fulfillment in agri inputs,high affordability gap in agri inputs,major service availability gap in agri inputs,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.364,1.0,0.0399,0.4411
Mombasa,Kenya,agri_inputs,2026-Q1,urban_youth,269,53,10,3,7,10,1334,92,13,16,0,9,15,90,0,"anonymous posts discuss farm inputs, seed quality, fertilizer access, harvest timing in Mombasa; urban_youth are ready to buy and compare suppliers; complaints about unmet need and delays",1,0,0,1,agri_inputs,Unmet demand,0.1298,0.4861,0.6246,0.6246,1.0,1.0,stable,accessible agri inputs with faster fulfillment,bundled input ordering service,commission,multi-supplier marketplace,scheduled route delivery,mobile money checkout,partner-led entry for agri inputs in underserved Mombasa,weak fulfillment in agri inputs,high affordability gap in agri inputs,major service availability gap in agri inputs,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2673,0.197,0.0832,0.4647
Mombasa,Kenya,agri_inputs,2026-Q1,rural_producers,248,116,25,7,11,9,1331,46,9,12,0,5,11,58,0,"aggregate mentions show farm inputs, seed quality, fertilizer access, harvest timing in Mombasa; rural_producers are researching options; complaints about unmet need and delays",1,0,0,1,agri_inputs,Low demand,0.1535,0.3735,0.4314,0.4314,0.6602,0.6602,stable,accessible agri inputs with faster fulfillment,bundled input ordering service,transaction_fee,multi-supplier marketplace,scheduled route delivery,mobile money checkout,pilot and validate agri inputs demand in Mombasa,weak fulfillment in agri inputs,high affordability gap in agri inputs,major service availability gap in agri inputs,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2626,0.4677,0.0451,0.2299
Mombasa,Kenya,clean_energy,2026-Q1,budget_seekers,234,29,12,5,2,4,966,81,13,19,0,9,4,63,0,"aggregate mentions show solar kits, reliable power, repair support, battery replacement in Mombasa; budget_seekers are ready to buy and compare suppliers; complaints about unmet need and delays",1,0,0,1,clean_energy,Low demand,0.1253,0.3992,0.5819,0.5819,1.0,1.0,stable,accessible clean energy with faster fulfillment,solar maintenance network,subscription,certified specialist suppliers,scheduled route delivery,pay in installments,partner-led entry for clean energy in underserved Mombasa,weak fulfillment in clean energy,high affordability gap in clean energy,major service availability gap in clean energy,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2195,0.1239,0.0973,0.3477
Mombasa,Kenya,clean_energy,2026-Q1,growth_smes,218,270,140,19,27,49,2275,79,13,7,2,3,53,46,0,"aggregate mentions show solar kits, reliable power, repair support, battery replacement in Mombasa; growth_smes are researching options; positive service discovery",1,0,0,0,clean_energy,Moderate demand,0.2734,0.5493,0.4143,0.4143,0.2325,0.2325,stable,trusted clean energy with transparent pricing,pay as you go solar kits,transaction_fee,certified specialist suppliers,scheduled route delivery,invoice and wallet rails,pilot and validate clean energy demand in Mombasa,service differentiation needed in clean energy,limited price gap in clean energy,low service gap in clean energy,moderate delivery coordination gap in Mombasa,low_dissatisfaction,0.4918,1.0,0.0576,0.3104
Mombasa,Kenya,clean_energy,2026-Q1,urban_youth,126,95,22,10,3,8,763,59,5,12,0,9,31,25,0,"aggregate mentions show solar kits, reliable power, repair support, battery replacement in Mombasa; urban_youth are ready to buy and compare suppliers; positive service discovery",1,1,0,1,clean_energy,Moderate demand,0.2756,0.5758,0.4788,0.4788,0.3333,0.3333,stable,trusted clean energy with transparent pricing,pay as you go solar kits,transaction_fee,certified specialist suppliers,scheduled route delivery,mobile money checkout,pilot and validate clean energy demand in Mombasa,service differentiation needed in clean energy,moderate pricing transparency gap in clean energy,low service gap in clean energy,moderate delivery coordination gap in Mombasa,moderate_dissatisfaction,0.4894,0.754,0.0996,0.3798
Mombasa,Kenya,clean_energy,2026-Q1,rural_producers,278,92,34,11,13,12,1146,86,11,23,0,6,19,129,0,"aggregate mentions show solar kits, reliable power, repair support, battery replacement in Mombasa; rural_producers are researching options; complaints about unmet need and delays",1,0,0,1,clean_energy,Unmet demand,0.2029,0.4701,0.6107,0.6107,1.0,1.0,stable,accessible clean energy with faster fulfillment,solar maintenance network,subscription,certified specialist suppliers,scheduled route delivery,mobile money checkout,partner-led entry for clean energy in underserved Mombasa,weak fulfillment in clean energy,high affordability gap in clean energy,major service availability gap in clean energy,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2586,0.3309,0.0908,0.4053
Mombasa,Kenya,digital_services,2026-Q1,budget_seekers,197,40,14,5,3,1,1038,74,8,9,1,9,2,126,0,"aggregate mentions show online payments, analytics dashboards, mobile onboarding in Mombasa; budget_seekers are ready to buy and compare suppliers; complaints about unmet need and delays",0,1,1,1,digital_services,Low demand,0.1228,0.3797,0.5774,0.5774,1.0,1.0,stable,accessible digital services with faster fulfillment,SME analytics assistant,subscription,certified specialist suppliers,scheduled route delivery,pay in installments,partner-led entry for digital services in underserved Mombasa,weak fulfillment in digital services,high affordability gap in digital services,major service availability gap in digital services,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2088,0.203,0.0809,0.3266
Mombasa,Kenya,digital_services,2026-Q1,growth_smes,109,260,55,38,14,28,1698,23,1,3,4,2,27,84,0,"aggregate mentions show online payments, analytics dashboards, mobile onboarding in Mombasa; growth_smes are researching options; positive service discovery",1,0,0,1,digital_services,Moderate demand,0.2645,0.6787,0.5096,0.5096,0.4134,0.4134,stable,trusted digital services with transparent pricing,mobile business dashboard,transaction_fee,certified specialist suppliers,scheduled route delivery,invoice and wallet rails,pilot and validate digital services demand in Mombasa,pricing transparency gap in digital services,moderate pricing transparency gap in digital services,service quality gap in digital services,moderate delivery coordination gap in Mombasa,moderate_dissatisfaction,0.5524,1.0,0.0312,0.4987
Mombasa,Kenya,digital_services,2026-Q1,urban_youth,69,90,39,7,6,14,764,40,8,7,0,9,16,28,0,"aggregate mentions show online payments, analytics dashboards, mobile onboarding in Mombasa; urban_youth are ready to buy and compare suppliers; positive service discovery",1,1,0,1,digital_services,High demand,0.2789,0.7309,0.5991,0.5991,0.4041,0.4041,stable,trusted digital services with transparent pricing,mobile business dashboard,subscription,certified specialist suppliers,scheduled route delivery,mobile money checkout,pilot and validate digital services demand in Mombasa,pricing transparency gap in digital services,moderate pricing transparency gap in digital services,service quality gap in digital services,moderate delivery coordination gap in Mombasa,moderate_dissatisfaction,0.5979,1.0,0.0825,0.6339
Mombasa,Kenya,digital_services,2026-Q1,rural_producers,66,66,12,11,9,6,487,28,2,2,0,4,9,28,0,"aggregate mentions show online payments, analytics dashboards, mobile onboarding in Mombasa; rural_producers are researching options; complaints about unmet need and delays",1,1,0,1,digital_services,Moderate demand,0.2823,0.5791,0.5288,0.5288,0.5091,0.5091,stable,trusted digital services with transparent pricing,SME analytics assistant,transaction_fee,certified specialist suppliers,scheduled route delivery,mobile money checkout,pilot and validate digital services demand in Mombasa,pricing transparency gap in digital services,moderate pricing transparency gap in digital services,service quality gap in digital services,moderate delivery coordination gap in Mombasa,moderate_dissatisfaction,0.4464,1.0,0.078,0.4199
Mombasa,Kenya,retail,2026-Q1,budget_seekers,249,100,37,17,7,17,1199,56,3,14,3,4,11,32,2,"aggregate mentions show fair prices, product availability, delivery reliability in Mombasa; budget_seekers are researching options; complaints about unmet need and delays",0,0,0,1,retail,Low demand,0.1831,0.3545,0.3594,0.3594,0.4427,0.4427,falling,trusted retail with transparent pricing,county retail availability platform,transaction_fee,multi-supplier marketplace,scheduled route delivery,pay in installments,pilot and validate retail demand in Mombasa,pricing transparency gap in retail,moderate pricing transparency gap in retail,service quality gap in retail,moderate delivery coordination gap in Mombasa,moderate_dissatisfaction,0.2839,0.4016,0.0642,0.1721
Mombasa,Kenya,retail,2026-Q1,growth_smes,107,94,28,7,8,15,1242,33,2,6,0,6,9,56,0,"anonymous posts discuss fair prices, product availability, delivery reliability in Mombasa; growth_smes are researching options; complaints about unmet need and delays",1,1,0,1,retail,Unmet demand,0.1578,0.5637,0.5857,0.5857,0.7762,0.7762,stable,accessible retail with faster fulfillment,county retail availability platform,transaction_fee,multi-supplier marketplace,scheduled route delivery,invoice and wallet rails,partner-led entry for retail in underserved Mombasa,weak fulfillment in retail,high affordability gap in retail,major service availability gap in retail,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.3668,0.8785,0.0435,0.5023
Mombasa,Kenya,retail,2026-Q1,urban_youth,110,89,32,12,4,14,950,20,2,2,2,1,16,74,1,"aggregate mentions show fair prices, product availability, delivery reliability in Mombasa; urban_youth are researching options; complaints about unmet need and delays",0,0,0,1,retail,Low demand,0.1883,0.4338,0.5696,0.5696,1.0,1.0,stable,accessible retail with faster fulfillment,county retail availability platform,transaction_fee,multi-supplier marketplace,scheduled route delivery,mobile money checkout,partner-led entry for retail in underserved Mombasa,weak fulfillment in retail,high affordability gap in retail,major service availability gap in retail,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2386,0.8091,0.0368,0.3483
Mombasa,Kenya,retail,2026-Q1,rural_producers,180,85,44,11,10,10,1032,49,10,8,0,3,13,24,0,"county trend indicates fair prices, product availability, delivery reliability in Mombasa; rural_producers are researching options; positive service discovery",1,0,0,1,retail,Low demand,0.1966,0.4411,0.3816,0.3816,0.35,0.35,stable,trusted retail with transparent pricing,county retail availability platform,transaction_fee,multi-supplier marketplace,scheduled route delivery,mobile money checkout,pilot and validate retail demand in Mombasa,service differentiation needed in retail,moderate pricing transparency gap in retail,low service gap in retail,moderate delivery coordination gap in Mombasa,moderate_dissatisfaction,0.3716,0.4722,0.0601,0.2359
Mombasa,Kenya,transport,2026-Q1,budget_seekers,304,117,34,6,8,4,2885,99,7,9,0,5,13,361,0,"county trend indicates route reliability, last mile access, parcel tracking in Mombasa; budget_seekers are researching options; complaints about unmet need and delays",1,0,0,1,transport,Low demand,0.0923,0.3971,0.5772,0.5772,1.0,1.0,stable,accessible transport with faster fulfillment,last mile logistics coordination,transaction_fee,certified specialist suppliers,scheduled route delivery,pay in installments,partner-led entry for transport in underserved Mombasa,weak fulfillment in transport,high affordability gap in transport,major service availability gap in transport,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.2184,0.3849,0.0374,0.3567
Mombasa,Kenya,transport,2026-Q1,growth_smes,292,368,81,57,24,15,3127,70,8,12,4,12,48,204,3,"aggregate mentions show route reliability, last mile access, parcel tracking in Mombasa; growth_smes are ready to buy and compare suppliers; complaints about unmet need and delays",1,1,0,1,transport,Unmet demand,0.2084,0.476,0.5035,0.5035,0.6951,0.6951,stable,accessible transport with faster fulfillment,last mile logistics coordination,transaction_fee,certified specialist suppliers,scheduled route delivery,invoice and wallet rails,pilot and validate transport demand in Mombasa,weak fulfillment in transport,high affordability gap in transport,major service availability gap in transport,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.3271,1.0,0.031,0.3372
Mombasa,Kenya,transport,2026-Q1,urban_youth,77,37,9,2,3,5,743,28,5,7,0,2,7,17,0,"anonymous posts discuss route reliability, last mile access, parcel tracking in Mombasa; urban_youth are researching options; complaints about unmet need and delays",1,0,0,1,transport,Low demand,0.1188,0.4741,0.4978,0.4978,0.6103,0.6103,stable,accessible transport with faster fulfillment,last mile logistics coordination,transaction_fee,certified specialist suppliers,scheduled route delivery,mobile money checkout,pilot and validate transport demand in Mombasa,weak fulfillment in transport,high affordability gap in transport,major service availability gap in transport,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.3439,0.4805,0.0471,0.3641
Mombasa,Kenya,transport,2026-Q1,rural_producers,151,55,21,6,6,7,545,63,7,14,1,4,7,68,0,"county trend indicates route reliability, last mile access, parcel tracking in Mombasa; rural_producers are researching options; complaints about unmet need and delays",0,0,0,1,transport,Low demand,0.2546,0.4491,0.6196,0.6196,1.0,1.0,stable,accessible transport with faster fulfillment,last mile logistics coordination,transaction_fee,certified specialist suppliers,scheduled route delivery,mobile money checkout,partner-led entry for transport in underserved Mombasa,weak fulfillment in transport,high affordability gap in transport,major service availability gap in transport,moderate delivery coordination gap in Mombasa,high_dissatisfaction,0.247,0.3642,0.1358,0.3655
